TimeStamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10
0.1758,-2.157,7.558,16.896,-3.886
0.1797,-6.495,16.574,-4.43,-17.713
0.1836,10.08,7.226,-14.692,4.528
0.1875,-7.808,-8.583,-10.308,0.173
0.1914,11.383,6.941,-11.979,-14.19
0.1953,15.341,7.231,-5.966,-10.714
0.1992,-7.341,-0.217,-3.197,-9.416
0.2031,6.564,3.22,16.539,6.028
0.207,-4.124,-5.662,9.425,20.579
0.2109,21.616,-11.495,-1.841,-3.599
0.2148,17.615,-1.27,18.744,1.195
0.2188,10.049,1.329,12.443,10.221
0.2227,11.434,-1.5,2.444,18.849
0.2266,-9.653,-6.495,2.795,20.426
0.2305,12.237,11.114,2.005,8.972
0.2344,15.167,-8.013,4.62,11.374
0.2383,12.903,-18.193,4.604,-3.111
0.2422,-10.371,2.588,3.033,4.524
0.2461,-29.869,0.897,-14.674,-7.056
0.25,-2.246,2.03,7.988,-22.341
0.2539,-2.767,11.064,-18.031,-5.709
0.2578,-14.125,-12.318,-17.971,-5.145
0.2617,5.952,-8.114,-2.239,-0.656
0.2656,-3.387,-0.574,-9.162,-2.219
0.2695,15.873,-26.636,6.885,-9.521
0.2734,10.787,6.945,-22.12,-5.787
0.2773,-8.816,-7.687,-11.449,10.728
0.2812,-3.067,1.715,-20.796,9.884
0.2852,-12.659,-1.64,1.323,-10.98
0.2891,0.221,-6.378,-5.865,-7.972
0.293,-13.058,9.786,7.307,14.471
0.2969,8.746,-7.242,-8.701,6.274
0.3008,-3.257,-14.426,26.523,1.442
0.3047,6.73,-2.722,8.377,-1.16
0.3086,24.568,-2.686,10.051,25.256
0.3125,5.338,-3.151,2.89,13.151
0.3164,30.262,-9.326,1.734,12.401
0.3203,9.095,-10.919,-1.576,-5.317
0.3242,16.248,-11.084,11.629,-4.287
0.3281,-4.28,11.828,8.148,-2.723
0.332,-7.556,1.57,-22.612,10.752
0.3359,-4.469,-2.468,5.05,14.922
0.3398,4.269,18.548,11.703,-16.158
0.3438,-7.258,7.406,22.719,3.107
0.3477,7.973,14.24,9.182,3.799
0.3516,-15.562,15.995,-7.705,-5.346
0.3555,4.226,3.974,1.052,-1.416
0.3594,-13.292,-1.454,13.527,-9.499
0.3633,-7.144,0.29,9.841,-7.5
0.3672,-9.666,8.243,4.55,-10.403
0.3711,-11.67,6.511,13.05,-12.32
0.375,-2.169,1.348,0.453,-3.542
0.3789,-5.062,-0.751,-12.619,-26.626
0.3828,-24.092,12.196,3.201,-23.769
0.3867,4.067,0.799,-0.428,1.591
0.3906,-5.54,-8.552,10.301,18.003
0.3945,3.861,0.725,19.316,-9.078
0.3984,-2.674,-0.611,2.995,-13.444
0.4023,4.394,-7.978,-0.979,2.226
0.4062,3.818,2.331,-2.577,15.268
0.4102,2.963,-1.872,-23.218,12.569
0.4141,4.741,-5.468,1.685,6.088
0.418,9.34,-1.472,20.132,6.402
0.4219,16.831,-1.486,2.139,-6.895
0.4258,4.278,-1.631,-4.448,-12.21
0.4297,6.589,-3.575,4.202,12.672
0.4336,0.117,-7.365,-4.321,6.952
0.4375,0.133,14.349,11.798,-0.206
0.4414,11.157,-2.052,1.17,8.849
0.4453,-6.254,17.568,-10.204,4.967
0.4492,-1.242,18.382,-14.321,14.458
0.4531,-1.905,10.241,-6.984,5.507
0.457,2.415,3.947,-4.86,11.076
0.4609,-9.268,3.053,-10.858,-0.128
0.4648,-12.01,-10.869,-2.71,1.318
0.4688,-17.316,-10.187,10.591,19.504
0.4727,2.394,-10.257,6.829,3.039
0.4766,-5.342,-1.401,-8.448,-11.683
0.4805,-14.564,-19.218,13.847,-9.506
0.4844,2.5,5.749,1.3,7.669
0.4883,6.85,-0.891,2.096,-4.536
0.4922,11.107,-0.02,-11.632,15.054
0.4961,15.015,-8.474,8.073,5.849
0.5,2.983,1.973,8.505,-6.022
0.5039,-4.196,2.98,-2.783,-15.129
0.5078,3.432,-4.984,-6.436,6.646
0.5117,13.335,4.83,20.1,19.845
0.5156,11.777,-9.548,28.587,12.421
0.5195,3.826,1.902,-3.556,-0.46
0.5234,21.378,15.197,15.194,9.931
0.5273,6.499,-3.155,-4.854,5.878
0.5312,10.206,12.247,-0.542,5.384
0.5352,15.209,3.279,1.051,1.191
0.5391,5.906,12.697,7.784,16.551
0.543,5.243,1.053,10.089,-14.341
0.5469,-1.405,3.959,15.236,-13.499
0.5508,-3.15,9.27,-0.731,-18.554
0.5547,13.998,-10.747,-23.176,-19.265
0.5586,-13.795,-0.145,-5.611,-23.466
0.5625,-0.249,-2.477,-14.541,-2.638
0.5664,-8.189,-10.931,-7.188,-31.493
0.5703,-9.414,-16.161,6.485,-32.243
0.5742,-13.26,10.75,-18.396,6.577
0.5781,4.003,2.7,0.122,-4.694
0.582,-5.763,-14.813,-6.795,-8.384
0.5859,-6.882,-9.069,-3.113,-13.556
0.5898,-10.324,-3.89,-1.243,-10.731
0.5938,1.133,13.322,-0.903,8.216
0.5977,-1.626,-3.904,-2.139,2.665
0.6016,8.251,8.737,-4.913,4.678
0.6055,9.924,-1.074,0.567,16.051
0.6094,7.327,5.29,5.907,21.275
0.6133,4.859,15.791,4.839,12.096
0.6172,-2.838,8.156,-7.598,26.636
0.6211,15.637,11.826,1.632,10.908
0.625,4.23,11.491,9.965,4.928
0.6289,-23.282,14.031,10.879,17.152
0.6328,-5.361,15.112,17.387,1.439
0.6367,-1.113,-9.522,12.012,-5.036
0.6406,-12.607,21.489,5.208,12.989
0.6445,-18.473,8.707,-8.006,21.884
0.6484,-9.915,13.533,5.359,-1.425
0.6523,-0.015,-2.975,-3.588,11.626
0.6562,-11.861,-5.191,-12.914,-6.373
0.6602,-3.552,-5.828,-2.115,9.738
0.6641,-14.819,8.832,2.493,2.73
0.668,7.867,5.128,-10.496,-3.682
0.6719,-6.609,-0.379,-1.677,-7.632
0.6758,7.48,3.871,-6.26,-0.393
0.6797,-11.326,-2.948,-17.575,7.925
0.6836,7.178,11.305,7.351,-1.365
0.6875,5.393,5.846,1.595,3.056
0.6914,-0.836,4.175,-7.624,-3.119
0.6953,9.993,8.558,14.977,10.23
0.6992,-14.732,9.37,-3.955,6.188
0.7031,7.562,20.636,8.68,-4.468
0.707,16.297,-0.944,1.813,-1.186
0.7109,16.662,-0.948,2.326,4.491
0.7148,6.6,0.775,11.189,-0.126
0.7188,7.36,5.972,6.361,-8.242
0.7227,21.022,3.401,-12.993,-24.74
0.7266,-3.221,-11.771,-3.271,-6.718
0.7305,-5.762,1.643,4.668,10.243
0.7344,5.932,-2.921,1.262,-3.496
0.7383,4.091,9.504,-1.422,-11.234
0.7422,19.942,-13.842,-0.589,-4.659
0.7461,9.175,-14.609,-21.9,-6.916
0.75,2.061,0.407,-6.996,0.945
0.7539,-24.011,-9.754,-8.358,-28.441
0.7578,-12.236,-12.584,-4.246,-2.626
0.7617,-0.568,2.501,11.576,-24.506
0.7656,-9.408,-9.414,-1.384,-21.988
0.7695,2.692,-7.952,-4.938,-11.258
0.7734,-7.726,-14.89,-4.669,-17.73
0.7773,-12.799,-9.0,9.126,-9.985
0.7812,5.457,13.89,-19.709,-2.295
0.7852,-1.773,0.41,-5.06,3.105
0.7891,13.729,-11.651,4.099,-11.37
0.793,2.617,4.431,-12.433,-12.247
0.7969,6.295,-0.385,9.118,-10.137
0.8008,-3.273,6.008,2.341,-0.857
0.8047,11.791,11.91,-6.295,-4.81
0.8086,13.495,-9.401,11.382,-12.407
0.8125,13.439,9.742,-1.127,1.675
0.8164,3.768,-0.214,1.271,16.817
0.8203,24.632,-0.514,20.285,-2.865
0.8242,14.361,0.304,-7.125,-1.432
0.8281,20.517,-0.164,-8.396,6.877
0.832,-3.796,2.85,16.313,4.217
0.8359,4.408,11.539,3.894,5.368
0.8398,4.669,-3.167,-8.465,2.7
0.8438,-1.711,1.929,-0.694,-6.214
0.8477,-15.682,-11.1,11.357,8.263
0.8516,5.021,9.634,-0.157,-1.855
0.8555,22.062,-17.691,-21.224,-9.286
0.8594,-9.273,-7.383,-6.594,3.154
0.8633,-10.811,4.077,9.228,-0.207
0.8672,-10.148,9.976,13.877,2.814
0.8711,-11.201,-12.953,-10.819,5.191
0.875,-10.079,0.132,-8.447,-11.303
0.8789,-3.562,2.97,6.362,-6.336
0.8828,-5.442,10.618,-5.54,-8.825
0.8867,-13.138,2.352,-0.913,-4.467
0.8906,-1.555,14.956,2.964,-10.76
0.8945,2.811,1.828,0.048,-1.244
0.8984,6.762,7.864,22.776,5.169
0.9023,-8.909,0.234,-8.417,-2.867
0.9062,8.044,7.326,-2.691,24.014
0.9102,0.436,-18.958,-11.45,10.144
0.9141,-7.485,-7.886,6.357,25.283
0.918,7.013,2.826,-8.579,-6.42
0.9219,8.804,-2.657,-8.67,0.88
0.9258,-7.049,-4.592,11.765,4.159
0.9297,6.278,-2.478,11.132,14.194
0.9336,-0.061,0.511,-2.725,12.169
0.9375,0.106,-4.019,-3.539,-1.71
0.9414,-16.223,-1.121,-1.665,13.727
0.9453,-15.262,-11.962,9.841,-1.213
0.9492,-11.887,-9.993,-7.781,-4.43
0.9531,-16.299,2.117,-9.556,-4.317
0.957,-9.003,-17.944,5.192,-9.515
0.9609,0.271,-8.572,8.096,-0.975
0.9648,-20.845,-14.621,3.954,-4.594
0.9688,-3.944,-23.038,14.962,3.954
0.9727,-12.47,-11.687,6.234,3.132
0.9766,-17.597,14.526,-7.699,4.749
0.9805,1.484,-10.602,1.126,-17.728
0.9844,0.095,13.804,-7.505,-16.55
0.9883,15.266,-7.741,3.416,-6.468
0.9922,-11.707,11.342,-5.404,2.62
0.9961,-6.5,5.83,16.53,8.187
1.0,-0.544,-8.942,-2.524,10.708
1.0039,-3.616,10.63,11.017,5.416
1.0078,-8.496,-4.709,-2.749,7.905
1.0117,6.914,6.742,6.964,22.979
1.0156,9.082,12.761,12.737,1.649
1.0195,13.407,10.444,-5.243,12.32
1.0234,-3.309,-2.344,20.403,3.207
1.0273,29.486,-8.838,0.03,9.026
1.0312,20.533,12.326,13.092,12.156
1.0352,-11.487,-7.339,13.852,0.911
1.0391,4.036,-8.121,-6.904,1.198
1.043,-4.373,-5.451,3.945,16.524
1.0469,0.739,7.263,-6.19,1.386
1.0508,-11.106,12.934,-13.132,-7.101
1.0547,2.642,7.974,-13.815,5.434
1.0586,-8.197,9.121,4.293,5.513
1.0625,-10.863,9.907,-15.542,7.446
1.0664,-10.747,7.656,5.098,-10.356
1.0703,-1.562,9.569,-9.546,0.819
1.0742,-8.969,-6.931,-5.623,-11.165
1.0781,8.176,-5.559,-12.821,-1.338
1.082,10.096,-2.121,6.327,1.696
1.0859,14.307,-2.772,4.064,21.83
1.0898,5.064,-3.695,-17.822,12.54
1.0938,4.577,-7.109,-0.956,-6.549
1.0977,8.173,-2.365,4.965,13.598
1.1016,-12.319,-4.835,-2.435,14.325
1.1055,-0.39,-7.618,-1.04,13.115
1.1094,12.404,1.415,-11.682,14.44
1.1133,17.344,8.866,1.376,9.363
1.1172,11.688,0.872,1.814,0.908
1.1211,12.29,-10.176,3.051,2.69
1.125,8.002,-11.283,-2.932,9.401
1.1289,-3.624,-9.31,2.378,-0.823
1.1328,13.017,8.466,4.281,17.859
1.1367,3.188,4.488,-2.817,5.487
1.1406,8.653,-5.874,-8.145,6.845
1.1445,19.167,24.01,7.176,-4.627
1.1484,20.714,14.366,19.177,-18.071
1.1523,23.607,11.431,10.566,-2.272
1.1562,-6.528,-0.656,6.559,1.271
1.1602,5.758,3.077,6.541,-8.983
1.1641,-12.778,16.471,1.914,-17.242
1.168,-24.162,-13.838,-6.314,-19.729
1.1719,-15.245,-2.153,-18.555,-10.361
1.1758,-0.004,-1.274,11.182,-11.096
1.1797,-17.736,-12.793,-4.134,-3.672
1.1836,19.482,-1.072,11.462,-7.969
1.1875,1.574,-10.433,0.314,-17.466
1.1914,-11.321,-32.27,-2.445,-5.802
1.1953,4.312,5.658,17.404,6.374
1.1992,-5.506,-2.878,3.385,2.726
1.2031,10.268,13.642,9.093,2.283
1.207,-4.597,-0.751,2.438,-6.128
1.2109,0.659,12.292,11.003,23.453
1.2148,-0.005,-6.82,5.381,-9.662
1.2188,-3.363,6.567,16.235,12.835
1.2227,-11.338,-0.94,10.921,5.078
1.2266,7.251,-0.151,1.418,6.059
1.2305,1.723,-2.494,2.731,-1.92
1.2344,12.028,0.7,-0.513,5.653
1.2383,-32.296,17.738,14.869,-10.759
1.2422,5.443,3.99,-0.136,4.237
1.2461,-1.242,-12.133,3.635,-19.215
1.25,10.163,-3.927,2.525,-13.423
1.2539,-12.547,-16.257,-0.05,-7.808
1.2578,-14.055,-1.247,12.505,-22.668
1.2617,-10.107,-9.622,-13.236,-10.107
1.2656,-14.683,-3.072,-1.9,-13.263
1.2695,-14.416,0.624,-19.618,6.37
1.2734,-2.317,-24.626,-0.432,-3.917
1.2773,-1.115,-4.05,-10.234,-14.84
1.2812,-15.752,-14.675,-18.416,-13.396
1.2852,-7.104,-1.844,-10.326,-9.675
1.2891,9.218,-14.402,2.623,-7.107
1.293,-3.231,-16.598,-6.424,4.282
1.2969,7.315,-5.519,-11.575,21.969
1.3008,7.445,-3.625,-8.705,-10.942
1.3047,-10.62,6.166,11.21,-9.277
1.3086,7.122,1.436,-14.75,9.906
1.3125,4.369,1.018,-12.662,11.066
1.3164,-5.153,-5.69,3.964,14.067
1.3203,5.088,8.873,9.085,7.464
1.3242,5.085,1.471,-7.648,15.329
1.3281,-6.613,-7.161,12.228,5.926
1.332,-4.649,-15.741,3.537,13.096
1.3359,-2.098,-0.24,5.755,11.084
1.3398,-1.081,5.233,2.616,-5.37
1.3438,-1.528,7.025,11.027,-22.245
1.3477,-10.042,-1.556,1.532,-8.464
1.3516,-16.752,-27.872,9.606,-9.456
1.3555,1.096,5.086,19.925,-17.113
1.3594,-1.496,-9.947,3.045,-4.999
1.3633,-2.836,1.255,-2.183,-19.715
1.3672,3.399,0.561,9.723,-11.469
1.3711,-6.94,13.921,-3.197,-20.059
1.375,-0.038,7.639,-12.928,-3.918
1.3789,0.913,5.809,6.091,-12.146
1.3828,-8.195,-0.58,-11.334,11.272
1.3867,-6.702,6.87,19.606,-6.623
1.3906,0.335,12.444,1.066,12.168
1.3945,-12.402,-12.923,5.773,-1.253
1.3984,-1.83,4.754,-7.086,-7.876
1.4023,21.284,4.248,-9.711,9.361
1.4062,6.924,23.544,-3.537,13.414
1.4102,6.342,7.616,18.999,9.368
1.4141,1.789,8.04,3.931,11.488
1.418,-0.43,14.478,9.962,4.488
1.4219,12.975,11.844,-13.854,6.54
1.4258,17.243,-0.767,-10.037,6.924
1.4297,6.149,4.306,-6.268,16.211
1.4336,-3.574,-0.612,3.207,5.636
1.4375,9.306,4.512,7.538,8.128
1.4414,0.847,7.408,10.941,-19.872
1.4453,-14.631,-8.496,-0.818,-1.697
1.4492,-12.927,-7.659,10.716,-12.044
1.4531,-8.063,8.071,-12.354,-13.135
1.457,-20.878,10.671,2.238,-15.051
1.4609,4.34,5.875,15.736,24.042
1.4648,-1.548,-1.122,-14.756,-12.852
1.4688,-8.729,-1.634,0.526,-14.769
1.4727,-3.766,5.491,5.448,0.391
1.4766,-8.57,16.947,3.486,-30.687
1.4805,-12.453,14.782,2.669,2.938
1.4844,-2.445,-4.418,0.286,-11.623
1.4883,7.42,15.469,11.944,-10.694
1.4922,-4.208,17.415,8.8,-0.489
1.4961,-7.569,-5.11,6.69,-2.626
1.5,-3.239,-0.521,13.206,6.627
1.5039,13.422,28.485,-9.05,15.386
1.5078,-12.342,4.255,1.935,15.266
1.5117,12.57,-4.194,12.233,15.178
1.5156,6.918,-11.53,10.809,-14.532
1.5195,5.924,7.668,-1.925,13.191
1.5234,5.614,14.556,2.326,1.836
1.5273,14.724,3.276,-2.109,5.017
1.5312,4.062,-10.67,-14.913,11.428
1.5352,1.701,3.695,8.685,0.35
1.5391,-3.382,0.413,14.345,4.009
1.543,-1.825,-0.335,-8.849,-0.834
1.5469,-6.749,-0.903,-7.955,-8.529
1.5508,-20.107,-17.966,1.508,-12.883
1.5547,-3.561,-4.392,-1.758,-7.298
1.5586,-5.342,-13.973,-9.354,8.382
1.5625,-12.379,-7.862,-1.329,4.032
1.5664,-12.04,-6.185,-5.737,-7.769
1.5703,-8.114,-4.506,-10.876,-8.106
1.5742,-11.038,11.285,-4.302,-3.821
1.5781,-14.496,-11.405,-0.418,-6.904
1.582,15.361,-14.535,-5.466,-7.094
1.5859,-1.224,-5.364,-7.68,4.315
1.5898,0.781,-2.995,-7.859,-0.635
1.5938,-7.363,-13.971,10.876,7.255
1.5977,15.367,-25.792,15.363,26.421
1.6016,9.971,3.968,-0.743,15.165
1.6055,22.783,-11.542,0.376,-5.032
1.6094,-0.217,-0.243,-8.553,31.808
1.6133,17.521,-8.147,3.345,17.968
1.6172,18.139,6.439,-9.237,16.331
1.6211,12.788,-17.764,0.519,0.647
1.625,9.579,24.023,-3.83,15.243
1.6289,11.426,0.843,-7.961,6.244
1.6328,10.606,3.097,-7.659,-5.638
1.6367,-7.049,-8.404,2.096,-8.784
1.6406,-0.406,8.915,10.115,-3.722
1.6445,23.248,0.543,0.902,-6.866
1.6484,12.855,7.614,4.429,3.114
1.6523,-1.032,11.39,-12.692,-4.389
1.6562,4.587,-4.291,6.311,-7.713
1.6602,12.241,-10.665,4.615,-4.135
1.6641,-13.149,4.649,-5.311,-11.626
1.668,-1.254,-9.55,-6.176,-4.926
1.6719,8.328,-18.93,-5.219,4.257
1.6758,-14.825,-24.011,1.242,12.377
1.6797,13.677,12.86,-11.354,9.101
1.6836,0.33,8.108,0.139,-7.986
1.6875,-13.543,10.964,-2.936,8.315
1.6914,-7.235,24.857,7.02,-1.128
1.6953,8.754,-4.91,-5.46,14.943
1.6992,1.261,12.075,1.824,0.551
1.7031,5.236,-0.818,-10.467,-3.937
1.707,24.609,-3.453,-4.688,3.078
1.7109,9.781,-1.51,0.492,13.84
1.7148,11.102,-9.755,-8.448,17.707
1.7188,-0.301,-6.045,2.195,17.998
1.7227,24.725,2.101,2.468,8.44
1.7266,12.886,9.127,-10.115,11.512
1.7305,5.177,-6.3,-0.526,9.071
1.7344,-9.708,-10.335,5.923,8.933
1.7383,-25.782,-2.713,-8.383,7.833
1.7422,-0.722,4.808,-10.345,10.286
1.7461,0.488,-8.003,-11.209,-9.957
1.75,-14.777,-11.106,-15.778,19.041
1.7539,-8.294,-1.209,-2.617,1.495
1.7578,-29.546,-27.678,-2.601,-15.873
1.7617,-15.363,9.42,-3.942,2.307
1.7656,-9.26,-5.251,-0.066,-8.285
1.7695,-2.891,-9.279,-22.742,-11.313
1.7734,-0.883,-3.558,-15.381,-11.29
1.7773,-4.039,7.822,-0.833,1.244
1.7812,-7.855,4.756,0.326,0.187
1.7852,-9.781,0.296,-7.784,-0.313
1.7891,1.615,-11.258,-8.31,1.022
1.793,0.486,1.636,-3.616,-0.399
1.7969,12.979,-1.669,-1.078,-4.297
1.8008,6.623,8.218,9.172,3.264
1.8047,6.769,18.307,-13.115,13.114
1.8086,16.935,15.295,0.556,7.124
1.8125,6.536,5.816,9.004,8.576
1.8164,3.812,-10.616,7.283,-0.311
1.8203,12.68,-1.41,14.059,18.496
1.8242,10.765,-12.252,4.254,5.187
1.8281,8.724,-6.164,11.949,-11.203
1.832,17.263,8.915,13.51,-0.229
1.8359,8.482,10.903,4.322,0.4
1.8398,-3.831,-4.902,2.971,-5.007
1.8438,-0.879,14.091,-6.011,-5.588
1.8477,-0.758,-3.714,0.59,-10.165
1.8516,-1.154,-4.282,-8.34,-13.395
1.8555,-3.719,3.281,-3.379,-15.478
1.8594,-8.341,3.349,-12.124,-7.298
1.8633,-6.085,6.284,-2.836,-5.357
1.8672,4.835,3.136,0.032,-18.655
1.8711,-3.95,-7.911,9.168,-18.847
1.875,-9.857,-12.973,-11.408,-10.617
1.8789,-3.61,0.947,-14.637,-30.843
1.8828,0.157,-11.015,-3.864,-6.561
1.8867,6.945,-6.18,-5.789,6.81
1.8906,-5.478,2.476,-0.235,-8.386
1.8945,4.423,10.411,-12.527,-11.844
1.8984,-17.333,5.1,-2.545,-3.12
1.9023,-8.674,-0.695,-0.773,-15.268
1.9062,2.076,-11.677,6.862,-8.622
1.9102,3.29,-0.893,7.851,8.476
1.9141,-5.641,13.319,7.017,-0.174
1.918,-5.988,2.073,6.106,22.628
1.9219,17.252,-3.753,10.723,-6.241
1.9258,-8.59,-8.497,6.765,6.649
1.9297,2.621,6.589,1.112,-2.921
1.9336,-14.096,-0.106,-1.317,-6.183
1.9375,5.679,1.029,-3.601,-0.075
1.9414,4.147,4.989,1.907,-4.306
1.9453,-16.109,9.821,-7.228,-0.144
1.9492,7.506,-13.054,3.89,0.746
1.9531,-0.422,-0.334,4.032,14.305
1.957,-18.805,-14.842,8.641,-2.733
1.9609,-1.737,-1.187,7.705,-2.759
1.9648,-10.116,1.391,8.355,9.549
1.9688,-9.455,10.817,-2.895,6.083
1.9727,5.443,1.538,1.754,2.339
1.9766,5.482,16.388,-1.75,0.419
1.9805,7.779,-4.623,8.497,1.472
1.9844,0.556,-2.91,-1.284,14.952
1.9883,15.9,28.365,1.899,19.284
1.9922,19.873,-3.079,-12.901,-1.898
1.9961,14.791,29.446,1.957,7.464
2.0,13.842,2.866,-0.805,-3.278
2.0039,20.16,0.902,4.594,-0.277
2.0078,8.864,2.321,23.335,0.732
2.0117,20.098,10.817,-9.561,4.524
2.0156,29.13,-1.033,10.656,9.104
2.0195,7.789,-1.914,14.885,4.095
2.0234,14.183,11.131,-17.919,7.487
2.0273,8.396,-5.666,9.018,13.239
2.0312,0.589,2.917,4.624,21.922
2.0352,3.924,2.526,-0.68,1.752
2.0391,-1.244,4.472,11.143,5.924
2.043,4.033,7.471,-20.34,-18.004
2.0469,10.746,0.298,13.946,-1.911
2.0508,-12.806,-15.105,-20.34,-14.145
2.0547,-3.51,1.53,4.501,-5.958
2.0586,-7.473,-6.312,6.079,15.663
2.0625,-4.963,0.853,-5.517,2.182
2.0664,-15.978,-0.207,7.9,-18.371
2.0703,1.989,-23.91,-9.145,-11.818
2.0742,-8.298,-5.981,-6.179,5.914
2.0781,-10.035,-7.405,10.02,-3.182
2.082,-19.138,-9.939,-1.539,-6.907
2.0859,4.81,8.044,-21.172,10.305
2.0898,-3.707,-16.214,-7.504,-3.974
2.0938,0.938,3.577,-1.565,-7.364
2.0977,13.425,-4.055,1.965,-6.171
2.1016,-1.104,-12.267,-3.067,11.286
2.1055,3.088,17.476,1.915,-6.253
2.1094,4.656,6.045,20.735,5.026
2.1133,-1.467,0.147,-13.549,8.716
2.1172,17.641,9.798,7.642,-15.446
2.1211,7.654,1.806,-20.657,5.754
2.125,14.484,-3.305,2.029,12.574
2.1289,19.623,6.274,0.032,-5.872
2.1328,-3.831,-1.354,20.875,1.631
2.1367,-0.663,-6.202,4.176,-9.005
2.1406,-0.585,3.406,5.441,-0.447
2.1445,0.937,2.944,5.109,10.554
2.1484,3.057,2.772,-0.912,-0.528
2.1523,-5.985,1.469,-1.588,-0.064
2.1562,-6.236,5.983,-9.365,-22.701
2.1602,-21.173,16.714,3.9,-12.377
2.1641,-10.945,-18.176,-12.732,-10.586
2.168,-1.37,-3.63,3.579,-3.467
2.1719,-8.718,5.119,6.716,0.832
2.1758,-7.432,9.293,3.116,-19.105
2.1797,-5.346,-7.439,12.169,-6.578
2.1836,-3.355,14.046,-7.892,-3.547
2.1875,-19.239,3.306,6.446,-2.113
2.1914,-3.5,-3.385,-18.543,-1.003
2.1953,-0.564,-13.769,8.347,-9.208
2.1992,-2.288,-4.223,-3.343,-4.558
2.2031,14.051,11.695,1.1,16.091
2.207,-6.96,12.293,1.043,7.734
2.2109,6.581,-1.553,2.996,16.647
2.2148,9.119,-0.796,0.659,2.601
2.2188,-3.833,-20.756,5.588,-2.754
2.2227,12.588,1.852,11.508,10.392
2.2266,-15.254,-3.996,-9.417,-0.315
2.2305,6.84,-9.505,-13.261,-0.934
2.2344,3.506,4.98,6.792,-6.181
2.2383,-6.898,14.252,2.823,21.106
2.2422,-2.134,-14.112,-6.026,4.619
2.2461,-10.949,-14.092,-2.18,0.025
2.25,-5.026,2.509,-17.728,-3.341
2.2539,-14.983,-6.019,-12.726,7.265
2.2578,-11.806,-13.168,-11.745,-6.998
2.2617,-9.783,-7.29,-9.509,1.634
2.2656,-14.924,-10.284,-1.638,-11.073
2.2695,-3.717,-3.683,-14.738,-18.76
2.2734,12.041,-4.091,-22.29,-7.475
2.2773,-8.725,4.947,-2.332,-15.867
2.2812,-13.879,5.957,-2.746,-4.561
2.2852,-6.365,5.148,-18.063,-23.564
2.2891,-7.187,-21.242,6.665,6.944
2.293,-1.454,0.055,15.997,19.888
2.2969,-1.154,-2.203,14.383,7.833
2.3008,-8.538,9.788,-17.927,-10.515
2.3047,7.248,-8.481,0.026,11.66
2.3086,13.539,-1.292,16.285,-8.847
2.3125,7.427,7.472,-3.596,4.168
2.3164,15.109,2.913,-1.929,7.381
2.3203,6.231,10.522,-6.089,2.059
2.3242,9.081,12.651,7.396,2.54
2.3281,3.767,11.569,4.601,8.984
2.332,-12.514,7.887,3.826,-2.681
2.3359,-0.523,-0.669,9.791,3.91
2.3398,-0.424,-0.207,0.823,-8.819
2.3438,10.976,1.325,10.941,0.42
2.3477,-1.757,-13.502,9.4,-21.672
2.3516,-3.925,0.705,-2.785,-6.283
2.3555,-0.993,14.612,-3.879,-9.175
2.3594,1.719,-2.487,2.719,0.61
2.3633,-17.995,2.729,-5.269,-1.867
2.3672,-11.195,7.342,-1.874,4.039
