TimeStamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10
0.5703,6.289,13.193,13.853,8.592
0.5742,8.364,8.747,10.357,2.041
0.5781,5.656,-1.568,14.717,-0.416
0.582,3.99,9.146,13.279,2.065
0.5859,0.586,15.785,12.543,-10.265
0.5898,-3.043,5.412,7.202,2.82
0.5938,2.675,3.794,10.353,-1.837
0.5977,-5.515,-11.179,1.651,0.033
0.6016,3.753,2.923,3.609,-5.648
0.6055,-13.426,1.549,7.546,0.804
0.6094,2.149,3.18,0.728,2.636
0.6133,1.269,-1.75,2.161,4.504
0.6172,1.171,2.258,-1.279,1.749
0.6211,0.73,0.025,0.65,-1.227
0.625,-2.553,-5.862,3.585,-5.125
0.6289,-7.86,7.58,4.054,6.076
0.6328,0.551,-0.966,9.142,0.166
0.6367,7.206,6.142,-4.62,8.882
0.6406,-9.918,-8.172,-12.812,9.366
0.6445,-0.58,-12.049,0.492,2.951
0.6484,-4.239,-12.068,-15.053,1.268
0.6523,-8.772,9.445,-10.066,8.722
0.6562,-5.574,-11.695,-3.512,9.638
0.6602,-5.01,0.787,1.813,-1.341
0.6641,-0.277,-16.469,-16.325,11.811
0.668,5.762,-5.984,-14.826,0.079
0.6719,2.461,-13.583,-5.623,6.983
0.6758,-11.546,-7.063,0.715,-7.135
0.6797,-7.292,-4.917,-5.232,2.466
0.6836,-9.53,-5.263,-11.153,13.246
0.6875,-10.759,-5.428,2.752,-1.824
0.6914,-14.932,4.149,-4.221,0.527
0.6953,-5.828,-7.107,4.106,1.839
0.6992,-13.409,2.267,-2.379,4.58
0.7031,3.176,0.688,-3.773,4.341
0.707,-3.954,1.635,-0.094,0.804
0.7109,-3.031,8.985,12.089,7.034
0.7148,3.308,0.105,12.86,3.304
0.7188,-1.143,9.474,9.068,11.682
0.7227,0.789,8.771,7.045,11.195
0.7266,0.04,5.155,7.081,7.343
0.7305,8.51,8.153,11.434,4.685
0.7344,12.697,15.674,18.057,2.997
0.7383,9.541,14.052,16.893,9.014
0.7422,6.621,13.96,13.469,7.841
0.7461,9.412,7.919,4.498,9.557
0.75,3.109,11.819,4.615,2.065
0.7539,9.277,-1.865,7.646,9.087
0.7578,14.146,6.064,4.966,7.502
0.7617,6.429,21.149,5.771,2.591
0.7656,5.994,12.751,5.366,-1.424
0.7695,-7.266,10.001,4.457,2.286
0.7734,1.428,-5.342,-1.322,-7.747
0.7773,-3.669,-5.029,0.406,0.554
0.7812,0.215,1.521,0.693,-2.547
0.7852,-9.86,-3.088,-8.419,-1.079
0.7891,6.392,2.542,-4.027,-8.346
0.793,-5.637,0.887,-3.706,-12.973
0.7969,-9.572,-13.444,-0.839,-2.278
0.8008,-1.674,-8.995,-7.991,-8.14
0.8047,-9.804,-11.512,-12.035,-3.951
0.8086,-6.311,-14.368,-3.477,4.105
0.8125,-12.788,-12.865,-18.027,-9.365
0.8164,-5.474,-25.242,-7.222,3.538
0.8203,5.793,-11.742,-17.796,-8.207
0.8242,-0.471,-3.778,-12.422,-3.109
0.8281,5.444,-8.013,-1.936,-2.12
0.832,3.259,-11.742,-8.747,-5.956
0.8359,-1.862,-1.784,-9.038,-1.928
0.8398,-8.67,-4.306,-11.486,-12.353
0.8438,1.424,-21.97,-9.215,-6.337
0.8477,7.208,-5.151,-9.846,-5.333
0.8516,1.151,-7.971,-3.349,6.595
0.8555,9.549,-1.085,-11.437,0.456
0.8594,10.393,1.571,-18.421,-4.305
0.8633,9.144,-1.399,-3.263,-6.506
0.8672,5.207,6.021,-4.07,-7.489
0.8711,10.639,1.173,-5.294,1.922
0.875,7.84,-1.457,2.915,0.657
0.8789,15.416,11.59,-10.218,1.117
0.8828,13.948,2.841,-6.813,1.427
0.8867,-2.582,12.855,-0.184,-5.565
0.8906,4.515,-0.393,2.872,4.541
0.8945,-5.704,8.098,-1.689,3.41
0.8984,0.043,1.766,10.645,-5.452
0.9023,2.895,7.488,7.699,-0.34
0.9062,-3.971,6.52,3.686,1.439
0.9102,-1.413,22.642,0.066,-4.494
0.9141,2.559,7.65,2.432,-0.006
0.918,5.144,13.409,-1.333,4.316
0.9219,4.822,9.431,4.009,-1.197
0.9258,8.525,8.006,11.448,4.443
0.9297,9.561,9.377,6.741,1.862
0.9336,5.806,-1.214,7.498,-6.503
0.9375,-0.193,5.286,-4.006,5.65
0.9414,4.135,7.483,9.221,5.664
0.9453,-0.473,-2.835,-1.065,1.601
0.9492,-0.173,4.661,6.219,9.969
0.9531,5.045,4.666,7.297,-1.819
0.957,4.505,-6.077,-2.23,-7.702
0.9609,-3.105,-2.735,0.059,2.311
0.9648,-3.433,-7.875,-6.983,-2.862
0.9688,-2.644,-9.538,-3.93,-6.608
0.9727,-7.36,-10.277,4.52,-6.685
0.9766,-7.141,-9.449,-1.375,-7.319
0.9805,-12.994,-20.653,-6.461,1.905
0.9844,-7.621,-8.996,-3.61,-10.684
0.9883,-10.593,-4.932,-1.791,0.362
0.9922,-0.496,-6.241,3.551,-3.485
0.9961,-9.894,-15.846,-14.636,-17.577
1.0,-6.571,-17.145,-6.13,-11.627
1.0039,1.25,-12.105,-8.64,-19.285
1.0078,-2.121,-7.19,-2.409,-10.638
1.0117,0.096,-5.095,1.566,-7.553
1.0156,-0.572,-18.032,0.231,-4.766
1.0195,1.605,-6.439,-1.414,1.918
1.0234,-3.857,-7.224,-4.784,5.413
1.0273,-0.936,-3.107,6.861,-1.827
1.0312,3.207,7.595,0.76,0.407
1.0352,7.25,-6.56,0.156,-1.479
1.0391,7.907,5.261,1.079,5.403
1.043,4.588,1.513,-1.488,8.221
1.0469,12.453,7.597,3.317,1.729
1.0508,13.285,10.205,6.87,-0.049
1.0547,1.262,4.604,-4.322,9.736
1.0586,7.224,15.287,1.055,13.358
1.0625,8.405,9.688,4.708,2.673
1.0664,14.409,8.989,1.498,6.32
1.0703,7.63,18.151,-6.217,5.882
1.0742,5.851,9.57,-1.441,6.542
1.0781,10.346,3.214,-1.056,4.065
1.082,8.083,1.6,8.56,3.955
1.0859,2.775,11.245,-3.821,-6.012
1.0898,10.758,12.662,8.023,-10.619
1.0938,-2.285,16.473,2.15,-6.629
1.0977,-5.071,7.32,-7.89,-1.102
1.1016,2.099,4.78,7.195,-2.285
1.1055,11.367,7.61,-4.817,-7.653
1.1094,-10.044,0.654,-13.704,-5.583
1.1133,-1.674,4.736,-7.731,-1.765
1.1172,-3.387,-1.551,4.431,1.804
1.1211,-7.995,-0.167,1.612,0.079
1.125,-0.965,-0.318,3.47,-4.51
1.1289,6.559,-0.842,-9.511,9.145
1.1328,-9.034,-5.977,6.33,-7.337
1.1367,7.203,-3.229,0.321,1.206
1.1406,-5.507,-5.104,-10.061,4.712
1.1445,-1.584,-4.648,-7.25,1.723
1.1484,2.737,-5.648,-9.905,1.425
1.1523,-8.893,-9.249,-4.858,-2.93
1.1562,-3.926,-6.828,-3.017,-0.48
1.1602,-9.267,-21.039,-10.32,1.763
1.1641,-3.345,-10.18,-0.944,-2.775
1.168,-2.148,-1.652,-8.515,-5.871
1.1719,-4.256,-12.1,-5.062,-2.776
1.1758,-4.878,-1.933,-7.875,-5.899
1.1797,-12.598,-10.638,-4.217,-2.131
1.1836,2.048,-12.349,-6.749,-9.656
1.1875,-2.591,-12.448,-1.346,-14.089
1.1914,-5.607,3.447,-5.414,-5.939
1.1953,-3.925,-5.332,-5.428,6.013
1.1992,2.208,-0.71,-7.241,-7.594
1.2031,6.332,-2.125,-9.616,-6.603
1.207,8.062,4.997,-7.957,-2.089
1.2109,-4.786,-0.2,-4.274,-6.154
1.2148,-7.052,-0.246,-4.599,-4.933
1.2188,-1.559,-3.074,-3.568,-9.588
1.2227,-3.998,5.972,2.65,8.416
1.2266,-10.47,10.057,9.546,3.653
1.2305,4.717,4.464,6.947,0.245
1.2344,-2.354,6.896,7.265,4.169
1.2383,2.66,3.272,13.439,4.476
1.2422,1.125,9.496,10.599,3.726
1.2461,0.985,5.48,15.135,2.957
1.25,1.223,11.141,17.996,0.845
1.2539,1.777,4.375,17.956,10.173
1.2578,7.032,9.092,16.491,9.577
1.2617,7.447,-3.257,7.097,12.367
1.2656,18.83,4.995,8.61,5.902
1.2695,9.355,-0.341,10.825,-1.153
1.2734,1.098,0.013,13.752,0.383
1.2773,5.072,2.617,7.409,2.166
1.2812,-1.673,-3.075,20.604,-3.461
1.2852,-7.692,3.646,0.414,-7.315
1.2891,-2.507,-7.486,2.882,9.196
1.293,-13.293,-2.328,-3.979,-5.208
1.2969,10.242,-8.919,-6.331,-1.405
1.3008,-0.632,-5.654,-7.842,0.482
1.3047,-10.209,-0.91,-6.041,-0.906
1.3086,-2.246,-14.06,6.098,-0.163
1.3125,-9.983,-4.829,-9.57,0.097
1.3164,-3.788,-15.636,-14.016,-4.223
1.3203,5.434,-11.821,-12.465,4.764
1.3242,8.114,-9.778,-8.947,2.071
1.3281,-0.42,-13.499,-16.974,-5.115
1.332,-0.421,-12.923,-0.157,-2.235
1.3359,6.272,-10.831,-11.172,8.288
1.3398,-3.652,6.018,-6.087,2.594
1.3438,2.402,-11.016,-22.809,1.128
1.3477,-2.877,3.535,-0.275,-1.619
1.3516,4.988,-4.482,-8.459,1.237
1.3555,6.905,-6.864,5.725,0.073
1.3594,-11.229,-3.425,-2.083,-4.574
1.3633,-3.804,-5.69,1.612,8.358
1.3672,0.456,-10.738,3.807,6.211
1.3711,10.104,5.72,9.466,-2.834
1.375,6.589,9.394,0.286,-3.233
1.3789,-4.523,13.901,5.747,-3.407
1.3828,-5.011,16.863,-1.954,-1.066
1.3867,-1.432,8.087,-1.052,-0.922
1.3906,-0.265,1.378,-0.28,-5.793
1.3945,12.851,10.368,-1.315,-3.199
1.3984,7.395,21.388,3.261,-0.568
1.4023,1.162,3.923,1.614,-4.36
1.4062,-3.727,6.884,11.227,-2.866
1.4102,-4.966,10.007,3.612,2.088
1.4141,3.76,2.734,-0.301,3.309
1.418,-4.934,5.616,0.571,-0.826
1.4219,1.22,15.682,7.999,-7.198
1.4258,5.121,9.77,12.157,12.026
1.4297,-9.447,10.898,7.169,3.203
1.4336,0.524,11.347,4.718,6.836
1.4375,1.872,3.308,7.749,11.927
1.4414,9.622,2.4,7.145,7.92
1.4453,5.533,0.126,2.281,8.014
1.4492,-2.206,10.321,3.861,4.463
1.4531,-0.858,0.641,8.883,0.437
1.457,0.909,4.877,-5.732,3.405
1.4609,-2.496,-0.426,4.905,-6.98
1.4648,-6.802,-1.226,-3.32,-5.961
1.4688,-0.275,3.047,-9.525,-1.426
1.4727,-1.204,-1.283,-6.27,0.29
1.4766,-2.792,-0.13,-7.605,0.325
1.4805,-6.731,-12.932,-13.489,-5.832
1.4844,-5.293,-18.005,-16.743,-7.933
1.4883,-12.903,-10.685,-16.918,-3.389
1.4922,-11.51,-9.366,-21.071,-5.753
1.4961,-5.186,-21.604,-4.835,4.469
1.5,-8.248,-12.246,-7.842,-3.024
1.5039,-9.692,-8.421,-10.109,-12.899
1.5078,-9.416,-11.496,-8.765,-13.079
1.5117,-2.351,-13.853,-7.249,-2.157
1.5156,-11.732,-5.342,-1.721,-8.578
1.5195,-1.501,-8.761,-6.958,-2.861
1.5234,-1.873,3.393,3.48,-5.858
1.5273,3.96,-6.551,-6.712,-8.872
1.5312,-1.364,5.707,-3.268,0.244
1.5352,5.97,10.905,-2.797,6.497
1.5391,6.552,-2.444,2.681,-0.36
1.543,-3.513,3.058,10.554,4.927
1.5469,2.864,13.104,8.143,3.46
1.5508,3.053,12.635,8.413,10.304
1.5547,5.786,8.601,2.109,8.717
1.5586,0.837,12.715,11.889,8.49
1.5625,-0.206,8.087,6.166,-0.988
1.5664,6.152,5.998,5.375,4.53
1.5703,1.738,10.293,5.34,-0.996
1.5742,0.277,13.643,13.939,-1.132
1.5781,5.371,8.693,10.2,6.44
1.582,0.887,0.751,3.368,5.772
1.5859,-6.152,15.516,18.1,8.005
1.5898,3.106,5.199,7.298,11.477
1.5938,12.888,1.992,5.696,-2.001
1.5977,11.706,16.606,11.927,-1.653
1.6016,8.586,14.474,8.067,13.971
1.6055,8.781,6.674,13.811,-3.024
1.6094,-0.819,7.503,19.763,-1.303
1.6133,4.636,3.129,4.504,4.519
1.6172,-2.034,0.875,3.492,7.096
1.6211,0.4,0.764,-5.261,-0.366
1.625,-5.893,-0.233,-6.454,-2.622
1.6289,0.718,1.253,-0.979,8.878
1.6328,-5.907,1.76,-9.408,4.45
1.6367,5.985,-6.654,-8.058,4.813
1.6406,3.79,-9.384,-9.851,0.852
1.6445,-2.157,-4.499,-17.948,5.504
1.6484,-6.685,-6.605,-9.272,7.425
1.6523,9.444,1.42,-14.81,-1.571
1.6562,-7.512,-1.747,-10.837,-1.803
1.6602,-1.068,-8.58,-17.437,0.38
1.6641,4.771,-13.518,-8.261,-8.926
1.668,-8.275,-16.11,-6.388,-1.771
1.6719,-5.195,-13.167,-6.224,-2.413
1.6758,-1.445,-12.633,-6.116,-3.404
1.6797,1.659,-1.787,-11.713,-0.038
1.6836,3.049,2.321,-10.975,-0.059
1.6875,-12.979,-3.808,-9.521,-7.848
1.6914,-7.566,-9.621,-13.562,-2.815
1.6953,-12.63,-0.431,-7.431,-8.321
1.6992,0.176,-2.462,-4.788,-6.281
1.7031,-3.347,9.424,-2.716,-2.814
1.707,1.422,-3.472,5.056,1.673
1.7109,-2.16,8.385,3.233,1.577
1.7148,-7.58,7.868,-4.0,-1.97
1.7188,-1.831,0.42,-6.821,-2.148
1.7227,1.619,11.072,4.166,5.581
1.7266,-2.177,0.538,14.747,4.691
1.7305,7.41,7.898,6.606,-2.761
1.7344,5.476,-2.781,5.512,-3.102
1.7383,7.328,8.692,15.531,0.832
1.7422,3.956,-1.863,5.507,0.181
1.7461,9.49,6.926,8.321,15.109
1.75,9.439,4.969,18.843,-0.453
1.7539,10.157,7.519,13.882,7.826
1.7578,2.839,4.599,18.715,4.195
1.7617,-2.167,13.202,16.334,-7.391
1.7656,1.376,-2.401,16.655,-2.266
1.7695,8.16,9.741,12.54,-9.175
1.7734,-4.542,8.302,9.378,-7.927
1.7773,1.392,-1.749,11.155,-3.256
1.7812,-3.617,-1.848,12.353,-9.206
1.7852,-6.583,11.958,-1.308,2.907
1.7891,-8.893,-4.075,0.316,-5.732
1.793,-4.301,3.474,-8.582,-9.343
1.7969,-8.668,-8.577,-1.966,-0.57
1.8008,-10.348,-10.227,-6.911,-0.552
1.8047,4.793,-5.767,-12.759,-14.227
1.8086,2.277,-9.109,1.92,-8.496
1.8125,-0.008,-9.465,-6.241,-6.701
1.8164,-6.265,-7.291,-4.455,4.477
1.8203,-2.866,-2.281,-8.072,4.502
1.8242,10.924,-5.28,-9.317,1.129
1.8281,1.053,-12.781,-4.229,-2.192
1.832,-8.748,-10.902,-14.521,0.07
1.8359,0.072,-8.39,-11.317,1.005
1.8398,2.257,-9.59,-4.509,-16.113
1.8438,-1.893,-7.14,-10.754,-0.871
1.8477,2.291,-10.388,-13.14,11.284
1.8516,0.905,-11.13,-11.222,-10.994
1.8555,5.97,-0.829,-11.909,6.355
1.8594,-1.199,-5.474,-9.543,9.525
1.8633,3.419,-6.577,2.417,3.864
1.8672,-1.361,-9.612,-6.097,9.781
1.8711,-1.871,-0.098,1.452,8.764
1.875,5.193,-2.014,2.136,0.721
1.8789,6.959,-10.594,-2.81,-3.058
1.8828,-8.303,-4.621,1.968,-11.876
1.8867,6.639,0.163,4.806,-4.72
1.8906,1.873,-7.393,-2.261,-9.559
1.8945,6.821,3.303,7.005,-5.727
1.8984,-0.043,3.284,1.516,-1.475
1.9023,1.591,10.898,7.739,-7.756
1.9062,-2.442,12.034,7.764,-4.708
1.9102,1.172,3.999,3.388,-6.855
1.9141,4.433,6.898,8.754,-3.932
1.918,15.338,7.479,4.507,4.998
1.9219,8.435,7.698,-3.104,-4.641
1.9258,4.06,10.432,6.415,5.052
1.9297,9.557,6.165,12.716,2.259
1.9336,18.252,11.992,-1.93,3.269
1.9375,11.442,8.651,9.403,0.206
1.9414,7.216,-2.012,6.112,-6.919
1.9453,3.74,-6.978,0.298,19.883
1.9492,6.877,4.525,2.796,10.957
1.9531,4.89,-2.52,10.276,3.912
1.957,5.664,4.733,0.079,3.599
1.9609,-4.545,-3.446,1.752,8.915
1.9648,7.592,2.861,0.216,-1.039
1.9688,-0.365,-7.903,-1.074,-1.63
1.9727,3.532,2.85,-3.249,0.537
1.9766,4.93,-6.813,-3.147,-5.694
1.9805,3.38,-11.985,-3.294,0.747
1.9844,0.101,-4.217,2.097,-6.66
1.9883,0.43,-10.982,-7.5,-3.226
1.9922,-3.749,-7.171,-3.23,-5.552
1.9961,2.731,-13.579,-10.523,-0.759
2.0,-7.286,0.226,-7.435,-10.717
2.0039,-5.654,-11.996,-14.043,-5.046
2.0078,-6.966,-1.066,-9.619,0.01
2.0117,-5.386,-1.229,-4.75,1.264
2.0156,1.403,-14.703,-8.004,-7.995
2.0195,-7.737,-3.072,-4.021,8.09
2.0234,-9.553,-3.004,-1.701,0.557
2.0273,3.606,-9.277,2.729,-8.547
2.0312,-3.53,3.102,5.102,6.274
2.0352,-6.673,-0.88,6.513,2.824
2.0391,1.814,-6.996,10.78,-0.861
2.043,-4.141,-2.257,4.331,2.044
2.0469,7.507,0.327,11.953,5.319
2.0508,-0.289,-2.817,1.505,10.033
2.0547,-3.759,5.093,14.849,5.575
2.0586,3.088,0.723,20.961,10.103
2.0625,-11.676,6.51,0.051,-4.413
2.0664,0.923,8.154,8.071,5.041
2.0703,9.291,8.239,12.38,8.664
2.0742,0.28,-9.554,5.913,2.315
2.0781,8.157,5.643,14.175,3.451
2.082,7.691,8.672,4.233,1.275
2.0859,4.504,-0.335,8.118,-4.829
2.0898,-1.629,1.075,10.661,3.373
2.0938,7.13,8.507,5.019,2.991
2.0977,7.323,-3.597,3.791,-3.45
2.1016,-5.868,9.59,10.958,-13.88
2.1055,-3.746,-1.31,-1.898,0.527
2.1094,-3.689,11.674,5.753,-9.495
2.1133,-7.207,-0.92,-5.04,-9.913
2.1172,2.503,-1.315,-1.931,0.828
2.1211,0.02,3.033,-0.163,-1.599
2.125,-11.029,4.344,4.832,-2.53
2.1289,-11.84,-4.724,-13.431,-1.137
2.1328,-0.507,-8.197,-9.591,-1.18
2.1367,2.799,-6.899,-17.594,-4.249
2.1406,4.171,-2.72,-4.472,-2.348
2.1445,2.563,0.921,-8.829,-2.842
2.1484,-0.493,6.841,-14.145,-0.061
2.1523,-5.764,-4.386,-18.069,2.634
2.1562,6.133,-6.695,-18.274,-16.361
2.1602,8.934,-7.663,-7.33,0.932
2.1641,2.815,-3.057,-11.857,0.194
2.168,-1.37,-11.987,-11.188,11.08
2.1719,-4.704,-10.928,-5.769,13.292
2.1758,-2.002,2.652,-10.261,-3.285
2.1797,-3.884,-10.452,-9.468,-3.087
2.1836,4.912,-9.805,3.76,-3.616
2.1875,-2.606,-2.746,-7.27,-5.301
2.1914,-3.157,0.945,-2.453,0.748
2.1953,-9.787,4.904,-1.604,0.831
2.1992,-3.697,-4.834,3.027,0.095
2.2031,-3.245,5.624,-2.295,5.285
2.207,2.088,6.216,7.281,3.434
2.2109,-2.505,9.119,5.358,3.308
2.2148,-9.095,9.279,9.023,6.965
2.2188,6.084,-6.325,8.744,7.431
2.2227,4.736,14.381,18.914,3.898
2.2266,7.382,7.381,12.975,3.183
2.2305,7.614,5.468,14.141,10.713
2.2344,-3.209,13.241,17.222,2.088
2.2383,18.734,19.613,19.699,13.861
2.2422,16.505,7.531,15.443,8.326
2.2461,6.015,14.711,3.036,6.388
2.25,2.987,11.429,11.217,2.342
2.2539,1.932,23.802,3.595,7.493
2.2578,-1.401,17.451,18.821,1.239
2.2617,-0.134,15.748,8.264,11.728
2.2656,5.172,17.403,1.3,-1.452
2.2695,1.373,8.126,3.438,-3.412
2.2734,0.195,-3.666,-0.545,1.619
2.2773,0.076,0.86,1.822,-5.942
2.2812,-2.73,-0.731,1.687,-4.035
2.2852,-17.411,-0.898,-8.446,-1.879
2.2891,-1.766,-1.809,-4.729,-1.845
2.293,-4.686,-12.119,-5.001,-9.241
2.2969,-13.72,-12.176,-10.293,-3.719
2.3008,-5.488,-7.846,-15.001,-6.488
2.3047,-1.776,-12.745,-14.834,2.125
2.3086,-3.629,-9.514,-8.937,-2.279
2.3125,-7.057,-10.815,-18.774,-4.501
2.3164,6.167,-14.066,-16.382,-1.676
2.3203,-15.641,-19.716,-15.959,-4.648
2.3242,-6.05,-10.109,-18.342,-5.469
2.3281,-8.578,-10.56,-18.417,-6.245
2.332,-8.067,-19.152,-12.675,-1.791
2.3359,1.55,0.265,-12.693,0.143
2.3398,-3.905,-10.738,-10.916,-3.269
2.3438,-4.329,-6.778,-11.86,9.033
2.3477,-4.693,-10.487,-10.289,2.871
2.3516,-10.246,-10.382,-18.599,6.268
2.3555,-2.358,-10.998,-4.943,-4.216
2.3594,-9.522,-17.417,-6.478,-0.117
2.3633,0.853,-12.387,1.197,0.523
2.3672,-13.423,-3.189,-9.726,10.622
